ParticipantId,Formatted_time,Batterylevel
4264.0,2020-12-10 02:27:03,45
4264.0,2020-12-10 02:27:19,45
4264.0,2020-12-10 02:27:36,45
1628.0,2020-12-12 14:18:58,95
1628.0,2020-12-12 14:19:13,95
1628.0,2020-12-12 14:20:55,95
1628.0,2020-12-12 14:23:56,95
4264.0,2020-12-10 00:28:11,24
4264.0,2020-12-10 00:28:28,24
4264.0,2020-12-10 00:28:43,24
4264.0,2020-12-10 00:28:58,24
4264.0,2020-12-10 00:29:13,24
4264.0,2020-12-10 00:29:28,24
4264.0,2020-12-10 00:29:44,24
4264.0,2020-12-10 00:30:01,24
4264.0,2020-12-10 00:30:16,24
4264.0,2020-12-10 00:30:31,24
4264.0,2020-12-10 00:30:46,24
4264.0,2020-12-10 00:31:01,24
4264.0,2020-12-10 00:31:16,24
4264.0,2020-12-10 00:31:33,24
4264.0,2020-12-10 00:31:48,24
4264.0,2020-12-10 00:32:03,24
4264.0,2020-12-10 00:32:19,24
4264.0,2020-12-10 00:32:34,24
4264.0,2020-12-10 00:32:49,24
4264.0,2020-12-10 00:33:06,24
4264.0,2020-12-10 09:09:59,33
4264.0,2020-12-10 09:22:00,33
4264.0,2020-12-10 09:34:01,33
4264.0,2020-12-10 09:46:02,33
4264.0,2020-12-10 09:58:02,33
4264.0,2020-12-10 10:10:02,33
1628.0,2020-12-12 15:56:31,99
4264.0,2020-12-10 21:20:59,31
4264.0,2020-12-10 21:21:14,31
4264.0,2020-12-10 21:21:29,31
4264.0,2020-12-10 21:21:44,31
4264.0,2020-12-10 21:21:59,31
4264.0,2020-12-10 21:22:15,31
4264.0,2020-12-10 21:22:30,31
4264.0,2020-12-10 21:22:45,31
4264.0,2020-12-10 16:39:05,59
4264.0,2020-12-10 16:39:20,59
4264.0,2020-12-10 16:39:35,58
4264.0,2020-12-10 16:39:51,58
4264.0,2020-12-10 16:40:07,58
4264.0,2020-12-10 16:40:22,58
4264.0,2020-12-10 16:40:37,58
4264.0,2020-12-10 16:40:52,58
4264.0,2020-12-10 16:41:07,58
4264.0,2020-12-10 13:04:26,75
4264.0,2020-12-10 13:04:41,75
4264.0,2020-12-10 13:04:56,75
4264.0,2020-12-10 13:05:12,75
4264.0,2020-12-10 13:05:27,75
4264.0,2020-12-10 13:05:42,75
4264.0,2020-12-10 13:05:58,75
4264.0,2020-12-10 13:06:13,75
4264.0,2020-12-10 13:06:28,75
4264.0,2020-12-10 13:06:43,75
4264.0,2020-12-10 13:07:00,75
4264.0,2020-12-10 13:07:15,75
4264.0,2020-12-10 13:07:30,75
4264.0,2020-12-10 13:07:46,75
4264.0,2020-12-10 13:08:01,75
4264.0,2020-12-10 13:08:16,75
4264.0,2020-12-10 13:08:33,75
4264.0,2020-12-10 13:08:48,75
4264.0,2020-12-10 13:09:03,75
4264.0,2020-12-10 01:22:01,20
4264.0,2020-12-10 01:22:17,20
4264.0,2020-12-10 01:22:32,20
4264.0,2020-12-10 01:22:47,20
4264.0,2020-12-10 01:23:04,20
4264.0,2020-12-10 01:23:19,20
4264.0,2020-12-10 01:23:34,20
4264.0,2020-12-10 01:23:49,20
4264.0,2020-12-10 01:24:04,20
4264.0,2020-12-10 01:24:19,20
4264.0,2020-12-10 01:24:36,20
4264.0,2020-12-10 01:24:51,20
4264.0,2020-12-10 01:25:07,20
4264.0,2020-12-10 01:25:22,20
4264.0,2020-12-10 01:25:37,20
4264.0,2020-12-10 01:25:52,20
4264.0,2020-12-10 01:26:09,20
4264.0,2020-12-10 01:26:24,20
4264.0,2020-12-10 01:26:39,20
2704.0,2020-12-11 17:33:27,47
2704.0,2020-12-11 18:11:21,47
4264.0,2020-12-10 02:58:10,41
4264.0,2020-12-10 02:58:25,41
4264.0,2020-12-10 02:58:40,41
4264.0,2020-12-10 02:58:55,41
4264.0,2020-12-10 02:59:11,40
4264.0,2020-12-10 02:59:26,40
4264.0,2020-12-10 02:59:43,40
4264.0,2020-12-10 02:59:58,40
4264.0,2020-12-10 03:00:13,40
4264.0,2020-12-10 03:00:28,40
2704.0,2020-12-11 20:31:40,47
1628.0,2020-12-12 07:04:13,100
1628.0,2020-12-11 18:51:29,63
4264.0,2020-12-10 19:42:55,41
4264.0,2020-12-10 19:43:11,41
4264.0,2020-12-10 19:43:26,41
4264.0,2020-12-10 19:43:41,41
4264.0,2020-12-10 19:43:56,41
4264.0,2020-12-10 19:44:11,41
4264.0,2020-12-10 19:44:26,41
4264.0,2020-12-10 19:44:42,41
1628.0,2020-12-12 07:13:17,100
1628.0,2020-12-11 20:54:31,52.999996185302734
2704.0,2020-12-11 11:25:25,92
1628.0,2020-12-11 22:26:51,33
2704.0,2020-12-11 11:42:42,89
4264.0,2020-12-10 18:32:33,47
4264.0,2020-12-10 18:32:49,47
4264.0,2020-12-10 18:33:04,47
4264.0,2020-12-10 18:33:19,47
4264.0,2020-12-10 18:33:34,47
4264.0,2020-12-10 18:33:49,47
4264.0,2020-12-10 18:34:05,47
4264.0,2020-12-10 18:34:20,47
4264.0,2020-12-10 18:34:35,47
4264.0,2020-12-10 18:34:50,47
4264.0,2020-12-10 18:35:06,47
4264.0,2020-12-10 18:35:21,47
4264.0,2020-12-10 18:35:38,47
4264.0,2020-12-10 18:35:53,47
4264.0,2020-12-10 18:36:08,47
4264.0,2020-12-10 18:36:28,47
4264.0,2020-12-10 18:36:44,47
4264.0,2020-12-10 18:36:59,47
4264.0,2020-12-10 18:37:14,47
2704.0,2020-12-11 10:22:07,98
2704.0,2020-12-12 09:39:46,26
4264.0,2020-12-10 15:30:49,64
4264.0,2020-12-10 15:31:04,64
4264.0,2020-12-10 15:31:19,64
4264.0,2020-12-10 15:31:35,64
4264.0,2020-12-10 15:31:50,64
4264.0,2020-12-10 15:32:06,64
4264.0,2020-12-10 15:32:21,64
4264.0,2020-12-10 15:32:36,64
4264.0,2020-12-10 15:32:51,64
4264.0,2020-12-10 15:33:08,64
4264.0,2020-12-10 15:33:23,64
4264.0,2020-12-10 15:33:38,64
4264.0,2020-12-10 15:33:54,64
4264.0,2020-12-10 15:34:09,64
4264.0,2020-12-10 15:34:24,64
4264.0,2020-12-10 15:34:41,64
4264.0,2020-12-10 15:34:56,64
4264.0,2020-12-10 15:35:11,64
4264.0,2020-12-10 15:35:27,64
4264.0,2020-12-10 15:15:29,65
4264.0,2020-12-10 15:15:44,65
4264.0,2020-12-10 15:15:59,65
4264.0,2020-12-10 15:16:14,65
4264.0,2020-12-10 15:16:30,65
4264.0,2020-12-10 15:16:45,65
4264.0,2020-12-10 15:17:02,65
4264.0,2020-12-10 15:17:17,65
4264.0,2020-12-10 15:17:32,65
4264.0,2020-12-10 15:17:47,65
4264.0,2020-12-10 15:18:02,65
4264.0,2020-12-10 15:18:17,65
4264.0,2020-12-10 15:18:34,65
4264.0,2020-12-10 15:18:49,65
4264.0,2020-12-10 15:19:04,65
4264.0,2020-12-10 15:19:19,65
4264.0,2020-12-10 15:19:34,65
4264.0,2020-12-10 15:19:49,65
4264.0,2020-12-10 15:20:06,65
4264.0,2020-12-10 15:20:21,65
1628.0,2020-12-11 18:15:49,68
1628.0,2020-12-12 07:19:38,100
1628.0,2020-12-12 07:23:29,100
4264.0,2020-12-10 01:37:12,36
4264.0,2020-12-10 01:37:29,37
4264.0,2020-12-10 01:37:48,37
4264.0,2020-12-10 01:38:03,38
4264.0,2020-12-10 01:38:18,38
4264.0,2020-12-10 01:38:33,39
4264.0,2020-12-10 01:38:50,39
4264.0,2020-12-10 01:39:05,40
4264.0,2020-12-10 01:39:20,40
4264.0,2020-12-10 01:39:35,41
4264.0,2020-12-10 01:39:50,41
4264.0,2020-12-10 01:40:06,42
4264.0,2020-12-10 01:40:23,42
4264.0,2020-12-10 01:40:38,43
4264.0,2020-12-10 01:40:53,43
4264.0,2020-12-10 01:41:08,44
4264.0,2020-12-10 01:41:23,44
4264.0,2020-12-10 01:41:38,45
4264.0,2020-12-10 01:41:55,45
4264.0,2020-12-10 17:57:09,50
4264.0,2020-12-10 17:57:26,50
4264.0,2020-12-10 17:57:44,50
4264.0,2020-12-10 17:58:00,50
4264.0,2020-12-10 17:58:15,50
4264.0,2020-12-10 17:58:30,50
4264.0,2020-12-10 17:58:47,50
4264.0,2020-12-10 17:59:02,50
4264.0,2020-12-10 17:59:17,50
4264.0,2020-12-10 17:59:33,50
4264.0,2020-12-10 17:59:48,50
4264.0,2020-12-10 18:00:03,50
4264.0,2020-12-10 18:00:20,50
4264.0,2020-12-10 18:00:35,50
4264.0,2020-12-10 18:00:50,50
4264.0,2020-12-10 18:01:05,50
4264.0,2020-12-10 18:01:20,50
4264.0,2020-12-10 18:01:36,50
4264.0,2020-12-10 18:01:53,50
4264.0,2020-12-10 00:08:08,25
4264.0,2020-12-10 00:08:24,25
4264.0,2020-12-10 00:08:39,25
4264.0,2020-12-10 00:08:54,25
4264.0,2020-12-10 00:09:11,25
4264.0,2020-12-10 00:09:26,25
4264.0,2020-12-10 00:09:43,25
4264.0,2020-12-10 00:10:01,25
4264.0,2020-12-10 00:10:17,25
4264.0,2020-12-10 00:10:32,25
4264.0,2020-12-10 00:10:47,25
4264.0,2020-12-10 00:11:04,25
4264.0,2020-12-10 00:11:19,25
4264.0,2020-12-10 00:11:34,25
4264.0,2020-12-10 00:11:49,25
4264.0,2020-12-10 00:12:04,25
4264.0,2020-12-10 00:12:19,25
4264.0,2020-12-10 00:12:36,25
4264.0,2020-12-10 00:12:51,25
1628.0,2020-12-11 18:26:25,67
2704.0,2020-12-11 15:32:24,65
2704.0,2020-12-11 15:33:32,65
1628.0,2020-12-12 11:35:03,94
4264.0,2020-12-10 01:42:12,46
4264.0,2020-12-10 01:42:27,46
4264.0,2020-12-10 01:42:43,47
4264.0,2020-12-10 01:42:58,47
4264.0,2020-12-10 01:43:13,48
4264.0,2020-12-10 01:43:28,48
4264.0,2020-12-10 01:43:45,49
4264.0,2020-12-10 01:44:00,49
4264.0,2020-12-10 01:44:16,49
4264.0,2020-12-10 01:44:31,50
4264.0,2020-12-10 01:44:46,50
4264.0,2020-12-10 01:45:01,51
4264.0,2020-12-10 01:45:18,51
4264.0,2020-12-10 01:45:33,51
4264.0,2020-12-10 01:45:49,51
4264.0,2020-12-10 01:46:04,51
4264.0,2020-12-10 01:46:19,51
4264.0,2020-12-10 01:46:34,51
4264.0,2020-12-10 01:46:51,51
4264.0,2020-12-10 01:47:06,51
4264.0,2020-12-10 00:38:21,23
4264.0,2020-12-10 00:38:36,23
4264.0,2020-12-10 00:38:51,23
4264.0,2020-12-10 00:39:07,23
4264.0,2020-12-10 00:39:26,23
4264.0,2020-12-10 00:39:41,23
4264.0,2020-12-10 00:39:56,23
4264.0,2020-12-10 00:40:11,23
4264.0,2020-12-10 00:40:26,23
4264.0,2020-12-10 00:40:42,23
4264.0,2020-12-10 00:40:57,23
4264.0,2020-12-10 00:41:12,23
4264.0,2020-12-10 00:41:29,23
4264.0,2020-12-10 00:41:44,23
4264.0,2020-12-10 00:41:59,23
4264.0,2020-12-10 00:42:14,23
4264.0,2020-12-10 00:42:29,23
4264.0,2020-12-10 00:42:44,23
4264.0,2020-12-10 00:43:01,23
4264.0,2020-12-10 17:47:01,51
4264.0,2020-12-10 17:47:18,51
4264.0,2020-12-10 17:47:33,51
4264.0,2020-12-10 17:47:48,51
4264.0,2020-12-10 17:48:09,51
4264.0,2020-12-10 17:48:24,51
4264.0,2020-12-10 17:48:39,51
4264.0,2020-12-10 17:48:54,51
4264.0,2020-12-10 17:49:11,51
4264.0,2020-12-10 17:49:26,51
4264.0,2020-12-10 17:49:42,51
4264.0,2020-12-10 17:49:57,51
4264.0,2020-12-10 17:50:12,51
4264.0,2020-12-10 17:50:27,51
4264.0,2020-12-10 17:50:43,51
4264.0,2020-12-10 17:50:58,51
4264.0,2020-12-10 17:51:13,51
4264.0,2020-12-10 17:51:29,51
4264.0,2020-12-10 17:51:44,51
1628.0,2020-12-11 17:28:22,72
4264.0,2020-12-09 23:17:30,28
4264.0,2020-12-09 23:17:46,28
4264.0,2020-12-09 23:18:01,28
4264.0,2020-12-09 23:18:16,28
4264.0,2020-12-09 23:18:33,28
4264.0,2020-12-09 23:18:48,28
4264.0,2020-12-09 23:19:03,28
4264.0,2020-12-09 23:19:18,28
4264.0,2020-12-09 23:19:33,28
4264.0,2020-12-09 23:19:48,28
4264.0,2020-12-09 23:20:05,28
4264.0,2020-12-09 23:20:20,28
4264.0,2020-12-09 23:20:35,28
4264.0,2020-12-09 23:20:51,28
4264.0,2020-12-09 23:21:06,28
4264.0,2020-12-09 23:21:21,28
4264.0,2020-12-09 23:21:38,28
4264.0,2020-12-09 23:21:53,28
4264.0,2020-12-09 23:22:08,28
2704.0,2020-12-11 12:31:41,82
4264.0,2020-12-10 02:02:31,48
4264.0,2020-12-10 02:02:48,48
4264.0,2020-12-10 02:03:07,48
4264.0,2020-12-10 02:03:22,48
4264.0,2020-12-10 02:03:37,48
4264.0,2020-12-10 02:03:52,48
4264.0,2020-12-10 02:04:09,48
4264.0,2020-12-10 02:04:24,48
4264.0,2020-12-10 02:04:39,48
4264.0,2020-12-10 02:04:54,48
4264.0,2020-12-10 02:05:10,48
4264.0,2020-12-10 02:05:25,48
4264.0,2020-12-10 02:05:42,48
4264.0,2020-12-10 02:05:57,48
4264.0,2020-12-10 02:06:12,48
4264.0,2020-12-10 02:06:27,48
4264.0,2020-12-10 02:06:42,48
4264.0,2020-12-10 02:06:57,48
4264.0,2020-12-10 02:07:14,48
4264.0,2020-12-10 15:50:49,63
4264.0,2020-12-10 14:09:51,72
4264.0,2020-12-10 14:10:06,72
4264.0,2020-12-10 14:10:22,72
4264.0,2020-12-10 14:10:37,72
4264.0,2020-12-10 14:10:54,72
4264.0,2020-12-10 14:11:09,72
4264.0,2020-12-10 14:11:24,72
4264.0,2020-12-10 01:47:21,51
4264.0,2020-12-10 01:47:36,51
4264.0,2020-12-10 01:47:51,51
4264.0,2020-12-10 01:48:06,51
4264.0,2020-12-10 01:48:23,51
4264.0,2020-12-10 01:48:38,51
4264.0,2020-12-10 01:48:53,50
4264.0,2020-12-10 01:49:08,50
4264.0,2020-12-10 01:49:23,50
4264.0,2020-12-10 01:49:38,50
4264.0,2020-12-10 01:49:56,50
4264.0,2020-12-10 01:50:11,50
4264.0,2020-12-10 01:50:26,50
4264.0,2020-12-10 01:50:41,50
2704.0,2020-12-11 10:37:18,96
4264.0,2020-12-09 21:51:39,34
4264.0,2020-12-09 21:51:56,34
4264.0,2020-12-09 21:52:15,34
4264.0,2020-12-09 21:52:30,34
4264.0,2020-12-09 21:52:45,34
4264.0,2020-12-09 21:53:00,34
4264.0,2020-12-09 21:53:17,34
4264.0,2020-12-09 21:53:32,34
4264.0,2020-12-09 21:53:47,34
4264.0,2020-12-09 21:54:02,34
4264.0,2020-12-09 21:54:17,34
4264.0,2020-12-09 21:54:32,34
4264.0,2020-12-09 21:54:50,34
4264.0,2020-12-09 21:55:05,34
4264.0,2020-12-09 21:55:20,34
4264.0,2020-12-09 21:55:35,34
4264.0,2020-12-09 21:55:50,34
4264.0,2020-12-09 21:56:05,34
4264.0,2020-12-09 21:56:22,34
1628.0,2020-12-12 14:46:53,95
1628.0,2020-12-11 21:16:09,50
1628.0,2020-12-11 21:19:49,50
1628.0,2020-12-11 17:39:31,71
1628.0,2020-12-11 17:33:30,71
4264.0,2020-12-10 03:18:29,39
4264.0,2020-12-10 03:18:46,39
4264.0,2020-12-10 03:19:05,39
4264.0,2020-12-10 03:19:20,39
4264.0,2020-12-10 03:19:35,39
4264.0,2020-12-10 03:19:50,39
4264.0,2020-12-10 03:20:07,39
4264.0,2020-12-10 03:20:22,39
4264.0,2020-12-10 03:20:37,39
4264.0,2020-12-10 03:20:53,39
4264.0,2020-12-10 03:21:08,39
4264.0,2020-12-10 03:21:23,39
4264.0,2020-12-10 03:21:40,39
4264.0,2020-12-10 03:21:55,39
4264.0,2020-12-10 03:22:10,39
4264.0,2020-12-10 03:22:25,39
4264.0,2020-12-10 03:22:40,39
4264.0,2020-12-10 03:22:55,39
4264.0,2020-12-10 03:23:12,39
4264.0,2020-12-09 23:27:31,27
4264.0,2020-12-09 23:27:48,27
4264.0,2020-12-09 23:28:03,27
4264.0,2020-12-09 23:28:18,27
4264.0,2020-12-09 23:28:34,27
4264.0,2020-12-09 23:28:49,27
4264.0,2020-12-09 23:29:04,27
4264.0,2020-12-09 23:29:21,27
4264.0,2020-12-09 23:29:36,27
4264.0,2020-12-09 23:29:51,27
4264.0,2020-12-09 23:30:06,27
4264.0,2020-12-09 23:30:21,27
4264.0,2020-12-09 23:30:36,27
4264.0,2020-12-09 23:30:53,27
4264.0,2020-12-09 23:31:08,27
4264.0,2020-12-09 23:31:23,27
4264.0,2020-12-09 23:31:39,27
4264.0,2020-12-09 23:31:54,27
4264.0,2020-12-09 23:32:09,27
4264.0,2020-12-09 23:32:26,27
4264.0,2020-12-10 19:32:54,42
4264.0,2020-12-10 19:33:11,42
4264.0,2020-12-10 19:33:26,42
4264.0,2020-12-10 19:33:41,42
4264.0,2020-12-10 19:34:01,42
4264.0,2020-12-10 19:34:16,42
4264.0,2020-12-10 19:34:32,42
4264.0,2020-12-10 19:34:47,42
4264.0,2020-12-10 19:35:03,42
4264.0,2020-12-10 19:35:18,42
4264.0,2020-12-10 19:35:34,42
4264.0,2020-12-10 19:35:54,42
4264.0,2020-12-10 19:36:09,42
4264.0,2020-12-10 19:36:24,42
4264.0,2020-12-10 19:36:40,42
4264.0,2020-12-10 19:36:56,42
4264.0,2020-12-10 19:37:11,42
4264.0,2020-12-10 19:37:26,42
4264.0,2020-12-10 19:37:42,42
4264.0,2020-12-10 12:54:17,77
4264.0,2020-12-10 12:54:34,77
1628.0,2020-12-12 12:36:19,93
1628.0,2020-12-12 07:30:55,100
4264.0,2020-12-10 01:03:31,22
4264.0,2020-12-10 01:03:46,22
4264.0,2020-12-10 01:04:01,22
4264.0,2020-12-10 01:04:16,22
4264.0,2020-12-10 01:04:31,22
4264.0,2020-12-10 01:04:46,22
4264.0,2020-12-10 01:11:46,22
4264.0,2020-12-09 21:56:39,34
4264.0,2020-12-09 21:56:54,34
4264.0,2020-12-09 21:57:10,34
4264.0,2020-12-09 21:57:25,34
4264.0,2020-12-09 21:57:40,34
4264.0,2020-12-09 21:57:55,34
4264.0,2020-12-09 21:58:12,34
4264.0,2020-12-09 21:58:27,34
4264.0,2020-12-09 21:58:42,34
4264.0,2020-12-09 21:58:57,34
4264.0,2020-12-10 19:07:48,44
4264.0,2020-12-10 19:08:03,44
4264.0,2020-12-10 19:08:18,44
4264.0,2020-12-10 19:08:34,44
4264.0,2020-12-10 19:08:49,44
4264.0,2020-12-10 19:09:04,44
4264.0,2020-12-10 19:09:21,44
4264.0,2020-12-10 19:09:36,44
4264.0,2020-12-10 19:09:51,44
4264.0,2020-12-10 19:10:12,44
4264.0,2020-12-10 19:10:27,44
4264.0,2020-12-10 19:10:42,44
4264.0,2020-12-10 19:10:57,44
4264.0,2020-12-10 19:11:14,44
4264.0,2020-12-10 19:11:30,44
4264.0,2020-12-10 19:11:45,43
4264.0,2020-12-10 19:12:00,43
4264.0,2020-12-10 19:12:15,43
4264.0,2020-12-10 19:12:30,43
4264.0,2020-12-10 03:53:47,36
4264.0,2020-12-10 03:54:02,36
4264.0,2020-12-10 03:54:17,36
4264.0,2020-12-10 03:54:33,36
4264.0,2020-12-10 03:54:48,36
4264.0,2020-12-10 03:55:03,36
4264.0,2020-12-10 03:55:20,36
4264.0,2020-12-10 03:55:35,36
4264.0,2020-12-10 03:55:50,36
4264.0,2020-12-10 03:56:05,36
4264.0,2020-12-10 03:56:21,36
4264.0,2020-12-10 03:56:36,36
4264.0,2020-12-10 03:56:53,36
4264.0,2020-12-10 03:57:08,36
4264.0,2020-12-10 03:57:23,36
4264.0,2020-12-10 03:57:38,36
4264.0,2020-12-10 03:57:53,36
4264.0,2020-12-10 03:58:08,36
4264.0,2020-12-10 03:58:26,36
4264.0,2020-12-10 03:58:41,36
1628.0,2020-12-11 22:08:48,44
4264.0,2020-12-10 15:06:38,66
4264.0,2020-12-10 15:06:53,66
4264.0,2020-12-10 15:07:08,66
4264.0,2020-12-10 15:07:25,66
4264.0,2020-12-10 15:07:40,66
4264.0,2020-12-10 15:07:55,66
4264.0,2020-12-10 15:08:11,66
4264.0,2020-12-10 15:08:26,66
4264.0,2020-12-10 15:08:41,66
4264.0,2020-12-10 15:08:58,66
4264.0,2020-12-10 15:09:14,66
4264.0,2020-12-10 15:09:29,66
4264.0,2020-12-10 15:09:44,66
4264.0,2020-12-10 15:09:59,66
4264.0,2020-12-10 15:10:14,66
4264.0,2020-12-10 21:27:10,30
4264.0,2020-12-10 21:27:25,30
4264.0,2020-12-10 21:27:40,30
4264.0,2020-12-10 21:27:56,30
4264.0,2020-12-10 21:28:12,30
4264.0,2020-12-10 21:28:27,30
4264.0,2020-12-10 21:28:42,30
4264.0,2020-12-10 21:28:57,30
4264.0,2020-12-10 21:29:12,30
4264.0,2020-12-10 21:29:29,30
4264.0,2020-12-10 21:29:44,30
4264.0,2020-12-10 21:29:59,30
4264.0,2020-12-10 21:30:14,30
4264.0,2020-12-10 21:30:30,30
4264.0,2020-12-10 21:30:45,30
4264.0,2020-12-10 21:31:01,30
4264.0,2020-12-10 21:31:16,30
4264.0,2020-12-10 21:31:31,30
4264.0,2020-12-10 21:31:47,30
2704.0,2020-12-11 17:21:07,50
1628.0,2020-12-12 13:37:32,89
1628.0,2020-12-11 18:57:54,63
1628.0,2020-12-11 18:58:08,63
1628.0,2020-12-11 18:58:09,63
1628.0,2020-12-11 19:05:22,63
1628.0,2020-12-12 07:31:06,100
1628.0,2020-12-12 07:31:21,100
1628.0,2020-12-12 07:36:02,100
4264.0,2020-12-10 20:39:33,37
4264.0,2020-12-10 20:39:49,37
4264.0,2020-12-10 20:40:04,36
4264.0,2020-12-10 20:40:20,36
4264.0,2020-12-10 20:40:40,36
4264.0,2020-12-10 20:40:55,36
4264.0,2020-12-10 20:41:10,36
4264.0,2020-12-10 20:41:26,36
4264.0,2020-12-10 20:41:42,36
4264.0,2020-12-10 20:41:57,36
4264.0,2020-12-10 20:42:12,36
4264.0,2020-12-10 20:42:27,36
4264.0,2020-12-10 20:42:43,36
4264.0,2020-12-10 20:42:58,36
4264.0,2020-12-10 20:43:14,36
4264.0,2020-12-10 20:43:29,36
4264.0,2020-12-10 20:43:45,36
4264.0,2020-12-10 20:44:00,36
4264.0,2020-12-10 20:44:15,36
4264.0,2020-12-10 11:38:20,26
4264.0,2020-12-10 11:38:35,25
4264.0,2020-12-10 11:38:50,25
4264.0,2020-12-10 11:39:05,25
4264.0,2020-12-10 11:39:22,25
4264.0,2020-12-10 11:39:37,25
4264.0,2020-12-10 11:39:52,25
4264.0,2020-12-10 11:40:07,25
4264.0,2020-12-10 11:40:22,25
4264.0,2020-12-10 11:40:37,25
4264.0,2020-12-10 11:40:54,25
4264.0,2020-12-10 11:41:09,25
4264.0,2020-12-10 11:41:25,25
4264.0,2020-12-10 11:41:40,25
4264.0,2020-12-10 11:41:55,25
4264.0,2020-12-10 11:42:10,25
4264.0,2020-12-10 11:42:27,25
4264.0,2020-12-10 11:42:42,25
4264.0,2020-12-10 11:42:57,25
4264.0,2020-12-10 16:11:21,61
4264.0,2020-12-10 16:11:37,61
4264.0,2020-12-10 16:11:56,61
4264.0,2020-12-10 16:12:12,61
4264.0,2020-12-10 19:44:58,41
4264.0,2020-12-10 19:45:13,41
4264.0,2020-12-10 19:45:28,40
4264.0,2020-12-10 19:45:43,40
4264.0,2020-12-10 19:45:58,40
4264.0,2020-12-10 19:46:14,40
4264.0,2020-12-10 19:46:30,40
4264.0,2020-12-10 19:46:45,40
4264.0,2020-12-10 19:47:00,40
4264.0,2020-12-10 19:47:15,40
4264.0,2020-12-10 19:47:30,40
4264.0,2020-12-10 19:47:46,40
4264.0,2020-12-10 20:02:23,39
4264.0,2020-12-10 20:02:38,39
4264.0,2020-12-10 20:02:53,39
4264.0,2020-12-10 17:16:40,56
4264.0,2020-12-10 17:16:55,56
4264.0,2020-12-10 17:17:10,56
4264.0,2020-12-10 17:17:25,56
4264.0,2020-12-10 17:17:41,56
4264.0,2020-12-10 17:17:56,56
4264.0,2020-12-10 17:18:12,56
4264.0,2020-12-10 17:18:28,56
4264.0,2020-12-10 17:18:43,56
4264.0,2020-12-10 17:19:03,56
4264.0,2020-12-10 17:19:18,55
4264.0,2020-12-10 17:19:33,55
4264.0,2020-12-10 17:19:48,55
4264.0,2020-12-10 17:20:05,55
4264.0,2020-12-10 17:20:20,55
4264.0,2020-12-10 17:20:35,55
4264.0,2020-12-10 17:20:50,55
4264.0,2020-12-10 17:21:05,55
4264.0,2020-12-10 17:21:21,55
4264.0,2020-12-10 15:45:54,63
4264.0,2020-12-10 15:46:09,63
4264.0,2020-12-10 15:46:25,63
4264.0,2020-12-10 15:46:42,63
4264.0,2020-12-10 15:46:57,63
4264.0,2020-12-10 15:47:12,63
4264.0,2020-12-10 15:47:27,63
4264.0,2020-12-10 15:47:42,63
4264.0,2020-12-10 15:47:58,63
4264.0,2020-12-10 15:48:15,63
4264.0,2020-12-10 15:48:30,63
4264.0,2020-12-10 15:48:45,63
4264.0,2020-12-10 15:49:00,63
4264.0,2020-12-10 15:49:15,63
4264.0,2020-12-10 15:49:30,63
4264.0,2020-12-10 15:49:47,63
4264.0,2020-12-10 15:50:02,63
4264.0,2020-12-10 15:50:17,63
4264.0,2020-12-10 15:50:32,63
1628.0,2020-12-11 18:39:07,64
1628.0,2020-12-11 18:39:22,64
1628.0,2020-12-11 18:43:21,64
4264.0,2020-12-10 02:53:10,42
4264.0,2020-12-10 02:53:27,42
4264.0,2020-12-10 02:53:45,42
4264.0,2020-12-10 02:54:00,42
4264.0,2020-12-10 02:54:16,42
4264.0,2020-12-10 02:54:31,41
4264.0,2020-12-10 02:54:48,41
4264.0,2020-12-10 02:55:03,41
4264.0,2020-12-10 02:55:18,41
4264.0,2020-12-10 02:55:33,41
4264.0,2020-12-10 02:55:48,41
4264.0,2020-12-10 02:56:03,41
4264.0,2020-12-10 02:56:20,41
4264.0,2020-12-10 02:56:35,41
4264.0,2020-12-10 02:56:51,41
4264.0,2020-12-10 02:57:06,41
4264.0,2020-12-10 02:57:21,41
4264.0,2020-12-10 02:57:36,41
4264.0,2020-12-10 02:57:53,41
2704.0,2020-12-11 19:50:34,49
4264.0,2020-12-10 15:51:05,63
4264.0,2020-12-10 15:51:20,63
4264.0,2020-12-10 15:51:35,63
4264.0,2020-12-10 15:51:50,63
4264.0,2020-12-10 15:52:05,63
4264.0,2020-12-10 15:52:20,63
4264.0,2020-12-10 15:52:36,63
4264.0,2020-12-10 15:52:52,63
4264.0,2020-12-10 15:53:07,63
4264.0,2020-12-10 15:53:22,62
4264.0,2020-12-10 15:53:38,62
4264.0,2020-12-10 15:53:53,62
4264.0,2020-12-10 15:54:08,62
4264.0,2020-12-10 15:54:24,62
4264.0,2020-12-10 15:54:39,62
4264.0,2020-12-10 15:54:55,62
4264.0,2020-12-10 15:55:15,62
4264.0,2020-12-10 20:13:08,38
4264.0,2020-12-10 20:13:23,38
4264.0,2020-12-10 20:13:38,38
4264.0,2020-12-10 20:13:53,38
4264.0,2020-12-10 20:14:08,38
4264.0,2020-12-10 20:14:24,38
4264.0,2020-12-10 20:14:40,38
4264.0,2020-12-10 20:14:55,38
4264.0,2020-12-10 20:15:10,38
4264.0,2020-12-10 20:15:25,38
4264.0,2020-12-10 20:15:41,38
4264.0,2020-12-10 20:15:56,38
4264.0,2020-12-10 20:16:12,38
4264.0,2020-12-10 20:16:27,38
4264.0,2020-12-10 20:16:43,38
