Row_id,Type,Id,DeviceId,Timestamp,ProtocolId,BuildId,ParticipantId,DeviceManufacturer,DeviceModel,OperatingSystem,TaggedEventId,TaggedEventTags,SensingAgentStateDescription,LocalOffsetFromUTC,Decibels,BatteryLevel,AccessPointBSSID,Activity,Phase,State,Confidence,Latitude,Longitude,LocationAccuracy,ProtocolName,Formatted_time
2159,"Sensus.Probes.Location.LocationDatum, SensusAndroid",1f8beb60-518d-4937-bd52-64f00e8bff4a,b6c7054108615ca5,2020-12-10 06:25:44.468164+00:00,4fde13e6-f31a-45a9-9404-bfb02f5683c8,15.18.0,4264.0,OnePlus,OnePlus7,Android 29,,,,-05:00:00,,,,,,,,35.3069634,-80.7236142,11.482999801635742,,2020-12-10 01:25:44
2160,"Sensus.Probes.Context.SoundDatum, SensusAndroid",2b497efb-f53e-4d03-a0dc-278d2fcf06fe,b6c7054108615ca5,2020-12-10 06:25:47.528057+00:00,4fde13e6-f31a-45a9-9404-bfb02f5683c8,15.18.0,4264.0,OnePlus,OnePlus7,Android 29,,,,-05:00:00,54.06582756237323,,,,,,,,,,,2020-12-10 01:25:47
2161,"Sensus.Probes.Device.BatteryDatum, SensusAndroid",29189f10-b540-421f-8402-5b0157deffcc,b6c7054108615ca5,2020-12-10 06:25:52.452587+00:00,4fde13e6-f31a-45a9-9404-bfb02f5683c8,15.18.0,4264.0,OnePlus,OnePlus7,Android 29,,,,-05:00:00,,20.0,,,,,,,,,,2020-12-10 01:25:52
2162,"Sensus.Probes.Location.LocationDatum, SensusAndroid",ee82a914-8685-4350-8467-fa3c1b548594,b6c7054108615ca5,2020-12-10 06:26:01.669670+00:00,4fde13e6-f31a-45a9-9404-bfb02f5683c8,15.18.0,4264.0,OnePlus,OnePlus7,Android 29,,,,-05:00:00,,,,,,,,35.3069585,-80.7236183,11.472000122070312,,2020-12-10 01:26:01
2163,"Sensus.Probes.Device.BatteryDatum, SensusAndroid",0898d8f8-475a-461e-971b-114683f04cb7,b6c7054108615ca5,2020-12-10 06:26:09.549906+00:00,4fde13e6-f31a-45a9-9404-bfb02f5683c8,15.18.0,4264.0,OnePlus,OnePlus7,Android 29,,,,-05:00:00,,20.0,,,,,,,,,,2020-12-10 01:26:09
2164,"Sensus.Probes.Context.SoundDatum, SensusAndroid",fa1763c5-ba6f-4f0c-9ea0-b2e121037750,b6c7054108615ca5,2020-12-10 06:26:09.697508+00:00,4fde13e6-f31a-45a9-9404-bfb02f5683c8,15.18.0,4264.0,OnePlus,OnePlus7,Android 29,,,,-05:00:00,45.343434568060275,,,,,,,,,,,2020-12-10 01:26:09
2165,"Sensus.Probes.Location.LocationDatum, SensusAndroid",bb58a79a-9e99-4140-9a3b-7173e44f2c40,b6c7054108615ca5,2020-12-10 06:26:18.965706+00:00,4fde13e6-f31a-45a9-9404-bfb02f5683c8,15.18.0,4264.0,OnePlus,OnePlus7,Android 29,,,,-05:00:00,,,,,,,,35.3069594,-80.723615,11.470999717712402,,2020-12-10 01:26:18
2166,"Sensus.Probes.Device.BatteryDatum, SensusAndroid",6eff8ce3-1ea6-469f-82b9-144bde6f0aba,b6c7054108615ca5,2020-12-10 06:26:24.646422+00:00,4fde13e6-f31a-45a9-9404-bfb02f5683c8,15.18.0,4264.0,OnePlus,OnePlus7,Android 29,,,,-05:00:00,,20.0,,,,,,,,,,2020-12-10 01:26:24
2167,"Sensus.Probes.Context.SoundDatum, SensusAndroid",9bf74580-9776-4670-bcc1-f982382613a6,b6c7054108615ca5,2020-12-10 06:26:34.796366+00:00,4fde13e6-f31a-45a9-9404-bfb02f5683c8,15.18.0,4264.0,OnePlus,OnePlus7,Android 29,,,,-05:00:00,52.80962873940844,,,,,,,,,,,2020-12-10 01:26:34
2168,"Sensus.Probes.Location.LocationDatum, SensusAndroid",bffd50c0-e061-4107-b088-b124b3b9bc89,b6c7054108615ca5,2020-12-10 06:26:36.793569+00:00,4fde13e6-f31a-45a9-9404-bfb02f5683c8,15.18.0,4264.0,OnePlus,OnePlus7,Android 29,,,,-05:00:00,,,,,,,,35.3069603,-80.7236094,11.472999572753906,,2020-12-10 01:26:36
2169,"Sensus.Probes.Device.BatteryDatum, SensusAndroid",1935d609-3332-4d55-af26-769cc3bb4622,b6c7054108615ca5,2020-12-10 06:26:39.706046+00:00,4fde13e6-f31a-45a9-9404-bfb02f5683c8,15.18.0,4264.0,OnePlus,OnePlus7,Android 29,,,,-05:00:00,,20.0,,,,,,,,,,2020-12-10 01:26:39
2170,"Sensus.Probes.Location.LocationDatum, SensusiOS",97ba47f1-210c-4ae7-9437-4de2ce1bd357,35CBCC4A-FE51-4C73-922A-C625260DD97D,2020-12-11 22:33:26.072592+00:00,4fde13e6-f31a-45a9-9404-bfb02f5683c8,15.18.0,2704.0,Apple,"iPhone13,3",iOS 14.1,,,,-05:00:00,,,,,,,,35.31095038637082,-80.72298559367724,8.902920372017402,,2020-12-11 17:33:26
2171,"Sensus.Probes.Movement.ActivityDatum, SensusiOS",ed49fe5d-f8d9-4ef8-a438-69f54836a3b4,35CBCC4A-FE51-4C73-922A-C625260DD97D,2020-12-11 22:32:31.170000+00:00,4fde13e6-f31a-45a9-9404-bfb02f5683c8,15.18.0,2704.0,Apple,"iPhone13,3",iOS 14.1,,,,-05:00:00,,,,Still,Starting,Active,High,,,,,2020-12-11 17:32:31
2172,"Sensus.Probes.Device.BatteryDatum, SensusiOS",4e2f96c9-63c0-48a6-8485-676f64374b84,35CBCC4A-FE51-4C73-922A-C625260DD97D,2020-12-11 22:33:27.055605+00:00,4fde13e6-f31a-45a9-9404-bfb02f5683c8,15.18.0,2704.0,Apple,"iPhone13,3",iOS 14.1,,,,-05:00:00,,47.0,,,,,,,,,,2020-12-11 17:33:27
2173,"Sensus.Probes.Location.LocationDatum, SensusiOS",3add300f-1adb-4a04-aa1c-580d48eeb5b0,35CBCC4A-FE51-4C73-922A-C625260DD97D,2020-12-11 22:33:27.199023+00:00,4fde13e6-f31a-45a9-9404-bfb02f5683c8,15.18.0,2704.0,Apple,"iPhone13,3",iOS 14.1,,,,-05:00:00,,,,,,,,35.31095038637082,-80.72298559367724,5.510894659609976,,2020-12-11 17:33:27
2174,"Sensus.Probes.Network.WlanDatum, SensusiOS",6427fa69-ea84-4eb0-aa62-ea6cfa9d47b5,35CBCC4A-FE51-4C73-922A-C625260DD97D,2020-12-11 22:33:27.402124+00:00,4fde13e6-f31a-45a9-9404-bfb02f5683c8,15.18.0,2704.0,Apple,"iPhone13,3",iOS 14.1,,,,-05:00:00,,,90:3a:72:6:d1:5c,,,,,,,,,2020-12-11 17:33:27
2175,"Sensus.Probes.Device.BatteryDatum, SensusiOS",66554a66-3d44-447a-a21f-d3c0be62cde9,35CBCC4A-FE51-4C73-922A-C625260DD97D,2020-12-11 23:11:21.335535+00:00,4fde13e6-f31a-45a9-9404-bfb02f5683c8,15.18.0,2704.0,Apple,"iPhone13,3",iOS 14.1,,,,-05:00:00,,47.0,,,,,,,,,,2020-12-11 18:11:21
2176,"Sensus.Probes.Network.WlanDatum, SensusiOS",097d193a-14b6-4f9e-9c43-e9a50b000397,35CBCC4A-FE51-4C73-922A-C625260DD97D,2020-12-11 23:11:21.368676+00:00,4fde13e6-f31a-45a9-9404-bfb02f5683c8,15.18.0,2704.0,Apple,"iPhone13,3",iOS 14.1,,,,-05:00:00,,,90:3a:72:6:d1:5c,,,,,,,,,2020-12-11 18:11:21
2177,"Sensus.Probes.Movement.ActivityDatum, SensusiOS",138dfafc-6d59-4039-88e2-9853c5ad7964,35CBCC4A-FE51-4C73-922A-C625260DD97D,2020-12-11 22:32:32.170000+00:00,4fde13e6-f31a-45a9-9404-bfb02f5683c8,15.18.0,2704.0,Apple,"iPhone13,3",iOS 14.1,,,,-05:00:00,,,,Still,Starting,Active,High,,,,,2020-12-11 17:32:32
2178,"Sensus.Probes.Location.LocationDatum, SensusiOS",19ed357c-5a6d-4926-8e9f-d2d5729344c1,35CBCC4A-FE51-4C73-922A-C625260DD97D,2020-12-11 23:11:23.015170+00:00,4fde13e6-f31a-45a9-9404-bfb02f5683c8,15.18.0,2704.0,Apple,"iPhone13,3",iOS 14.1,,,,-05:00:00,,,,,,,,35.31078576579253,-80.72287092924185,8.02308764945522,,2020-12-11 18:11:23
2179,"Sensus.Probes.Device.BatteryDatum, SensusAndroid",c461e524-7c94-40d7-91fe-a5bfd3c54f7f,b6c7054108615ca5,2020-12-10 07:58:10.408232+00:00,4fde13e6-f31a-45a9-9404-bfb02f5683c8,15.18.0,4264.0,OnePlus,OnePlus7,Android 29,,,,-05:00:00,,41.0,,,,,,,,,,2020-12-10 02:58:10
2180,"Sensus.Probes.Context.SoundDatum, SensusAndroid",62443f9a-15a6-44be-8af2-6350f79215b2,b6c7054108615ca5,2020-12-10 07:58:15.533397+00:00,4fde13e6-f31a-45a9-9404-bfb02f5683c8,15.18.0,4264.0,OnePlus,OnePlus7,Android 29,,,,-05:00:00,76.08687836959731,,,,,,,,,,,2020-12-10 02:58:15
2181,"Sensus.Probes.Location.LocationDatum, SensusAndroid",6ae59a6f-4a8b-4710-bc61-832c1fe2054c,b6c7054108615ca5,2020-12-10 07:58:19.747712+00:00,4fde13e6-f31a-45a9-9404-bfb02f5683c8,15.18.0,4264.0,OnePlus,OnePlus7,Android 29,,,,-05:00:00,,,,,,,,35.3069753,-80.7236465,11.468999862670898,,2020-12-10 02:58:19
2182,"Sensus.Probes.Device.BatteryDatum, SensusAndroid",b6b48a4f-b67e-474c-b8f4-d61c4243cb8f,b6c7054108615ca5,2020-12-10 07:58:25.502874+00:00,4fde13e6-f31a-45a9-9404-bfb02f5683c8,15.18.0,4264.0,OnePlus,OnePlus7,Android 29,,,,-05:00:00,,41.0,,,,,,,,,,2020-12-10 02:58:25
2183,"Sensus.Probes.Context.SoundDatum, SensusAndroid",61eaedab-f8cb-477b-8e1a-0cac44d18bdf,b6c7054108615ca5,2020-12-10 07:58:35.797927+00:00,4fde13e6-f31a-45a9-9404-bfb02f5683c8,15.18.0,4264.0,OnePlus,OnePlus7,Android 29,,,,-05:00:00,73.44380502376505,,,,,,,,,,,2020-12-10 02:58:35
2184,"Sensus.Probes.Location.LocationDatum, SensusAndroid",9aa5e1e5-44dd-448c-ad9e-1f86a6e33945,b6c7054108615ca5,2020-12-10 07:58:38.288285+00:00,4fde13e6-f31a-45a9-9404-bfb02f5683c8,15.18.0,4264.0,OnePlus,OnePlus7,Android 29,,,,-05:00:00,,,,,,,,35.3069764,-80.7236365,11.470999717712402,,2020-12-10 02:58:38
2185,"Sensus.Probes.Device.BatteryDatum, SensusAndroid",426be771-1e22-4ae0-9acb-7540d9aec0eb,b6c7054108615ca5,2020-12-10 07:58:40.683193+00:00,4fde13e6-f31a-45a9-9404-bfb02f5683c8,15.18.0,4264.0,OnePlus,OnePlus7,Android 29,,,,-05:00:00,,41.0,,,,,,,,,,2020-12-10 02:58:40
2186,"Sensus.Probes.Device.BatteryDatum, SensusAndroid",01d794ca-7cc5-4277-90c7-0f59fb6251b2,b6c7054108615ca5,2020-12-10 07:58:55.974661+00:00,4fde13e6-f31a-45a9-9404-bfb02f5683c8,15.18.0,4264.0,OnePlus,OnePlus7,Android 29,,,,-05:00:00,,41.0,,,,,,,,,,2020-12-10 02:58:55
2187,"Sensus.Probes.Context.SoundDatum, SensusAndroid",7fbc2e87-ff1b-47d0-99e2-ab1a51f59513,b6c7054108615ca5,2020-12-10 07:58:56.082813+00:00,4fde13e6-f31a-45a9-9404-bfb02f5683c8,15.18.0,4264.0,OnePlus,OnePlus7,Android 29,,,,-05:00:00,76.21674302280977,,,,,,,,,,,2020-12-10 02:58:56
2188,"Sensus.Probes.Location.LocationDatum, SensusAndroid",75760f4e-576d-4b5b-a94f-3b8595572a02,b6c7054108615ca5,2020-12-10 07:58:58.385686+00:00,4fde13e6-f31a-45a9-9404-bfb02f5683c8,15.18.0,4264.0,OnePlus,OnePlus7,Android 29,,,,-05:00:00,,,,,,,,35.3069767,-80.7236415,11.470000267028809,,2020-12-10 02:58:58
2189,"Sensus.Probes.Device.BatteryDatum, SensusAndroid",be2ebe89-dbb1-44cc-b46e-4d28ee8994f4,b6c7054108615ca5,2020-12-10 07:59:11.074019+00:00,4fde13e6-f31a-45a9-9404-bfb02f5683c8,15.18.0,4264.0,OnePlus,OnePlus7,Android 29,,,,-05:00:00,,40.0,,,,,,,,,,2020-12-10 02:59:11
2190,"Sensus.Probes.Location.LocationDatum, SensusAndroid",21137fb6-81dd-46bd-b4cc-025fe5b87cc1,b6c7054108615ca5,2020-12-10 07:59:18.332004+00:00,4fde13e6-f31a-45a9-9404-bfb02f5683c8,15.18.0,4264.0,OnePlus,OnePlus7,Android 29,,,,-05:00:00,,,,,,,,35.3069644,-80.7236449,11.468000411987305,,2020-12-10 02:59:18
2191,"Sensus.Probes.Context.SoundDatum, SensusAndroid",1353ae4b-fd5b-4480-9695-f31fac6ea20c,b6c7054108615ca5,2020-12-10 07:59:21.208010+00:00,4fde13e6-f31a-45a9-9404-bfb02f5683c8,15.18.0,4264.0,OnePlus,OnePlus7,Android 29,,,,-05:00:00,46.68907502301862,,,,,,,,,,,2020-12-10 02:59:21
2192,"Sensus.Probes.Device.BatteryDatum, SensusAndroid",7f1dd0b2-e822-4847-b172-6940c4fbb1c8,b6c7054108615ca5,2020-12-10 07:59:26.189586+00:00,4fde13e6-f31a-45a9-9404-bfb02f5683c8,15.18.0,4264.0,OnePlus,OnePlus7,Android 29,,,,-05:00:00,,40.0,,,,,,,,,,2020-12-10 02:59:26
2193,"Sensus.Probes.Location.LocationDatum, SensusAndroid",ca0a69a9-f574-4522-bf05-e438de21590a,b6c7054108615ca5,2020-12-10 07:59:36.031630+00:00,4fde13e6-f31a-45a9-9404-bfb02f5683c8,15.18.0,4264.0,OnePlus,OnePlus7,Android 29,,,,-05:00:00,,,,,,,,35.3069652,-80.7236489,11.468000411987305,,2020-12-10 02:59:36
2194,"Sensus.Probes.Device.BatteryDatum, SensusAndroid",b7015f06-1b23-4891-97c4-bb320104c737,b6c7054108615ca5,2020-12-10 07:59:43.435795+00:00,4fde13e6-f31a-45a9-9404-bfb02f5683c8,15.18.0,4264.0,OnePlus,OnePlus7,Android 29,,,,-05:00:00,,40.0,,,,,,,,,,2020-12-10 02:59:43
2195,"Sensus.Probes.Context.SoundDatum, SensusAndroid",61c3a725-ce34-4c98-b6e4-943d4cbdac30,b6c7054108615ca5,2020-12-10 07:59:43.504871+00:00,4fde13e6-f31a-45a9-9404-bfb02f5683c8,15.18.0,4264.0,OnePlus,OnePlus7,Android 29,,,,-05:00:00,73.34158410928433,,,,,,,,,,,2020-12-10 02:59:43
2196,"Sensus.Probes.Location.LocationDatum, SensusAndroid",c2a51ff5-979f-4264-94ec-6218f2b49197,b6c7054108615ca5,2020-12-10 07:59:53.273271+00:00,4fde13e6-f31a-45a9-9404-bfb02f5683c8,15.18.0,4264.0,OnePlus,OnePlus7,Android 29,,,,-05:00:00,,,,,,,,35.3069476,-80.7236286,11.468999862670898,,2020-12-10 02:59:53
2197,"Sensus.Probes.Device.BatteryDatum, SensusAndroid",fe6313fa-f411-4d24-b016-794a0205aa68,b6c7054108615ca5,2020-12-10 07:59:58.536199+00:00,4fde13e6-f31a-45a9-9404-bfb02f5683c8,15.18.0,4264.0,OnePlus,OnePlus7,Android 29,,,,-05:00:00,,40.0,,,,,,,,,,2020-12-10 02:59:58
2198,"Sensus.Probes.Context.SoundDatum, SensusAndroid",3785b0c4-d80b-48ea-b1de-9bacbd870342,b6c7054108615ca5,2020-12-10 08:00:08.667567+00:00,4fde13e6-f31a-45a9-9404-bfb02f5683c8,15.18.0,4264.0,OnePlus,OnePlus7,Android 29,,,,-05:00:00,59.87753829882422,,,,,,,,,,,2020-12-10 03:00:08
2199,"Sensus.Probes.Location.LocationDatum, SensusAndroid",7b28d599-da38-4c22-b191-715bd7a49999,b6c7054108615ca5,2020-12-10 08:00:10.644809+00:00,4fde13e6-f31a-45a9-9404-bfb02f5683c8,15.18.0,4264.0,OnePlus,OnePlus7,Android 29,,,,-05:00:00,,,,,,,,35.3069501,-80.7236278,11.470999717712402,,2020-12-10 03:00:10
2200,"Sensus.Probes.Device.BatteryDatum, SensusAndroid",caca0d6b-e020-4443-80a5-454fc51fcf85,b6c7054108615ca5,2020-12-10 08:00:13.638719+00:00,4fde13e6-f31a-45a9-9404-bfb02f5683c8,15.18.0,4264.0,OnePlus,OnePlus7,Android 29,,,,-05:00:00,,40.0,,,,,,,,,,2020-12-10 03:00:13
2201,"Sensus.Probes.Device.BatteryDatum, SensusAndroid",cbe1a63a-18b2-4832-973c-7434f1a26806,b6c7054108615ca5,2020-12-10 08:00:28.839975+00:00,4fde13e6-f31a-45a9-9404-bfb02f5683c8,15.18.0,4264.0,OnePlus,OnePlus7,Android 29,,,,-05:00:00,,40.0,,,,,,,,,,2020-12-10 03:00:28
2202,"Sensus.Probes.Context.SoundDatum, SensusAndroid",4802c49a-92e8-412b-8ccf-d6ee9dbecac0,b6c7054108615ca5,2020-12-10 08:00:29.024859+00:00,4fde13e6-f31a-45a9-9404-bfb02f5683c8,15.18.0,4264.0,OnePlus,OnePlus7,Android 29,,,,-05:00:00,61.4963288129035,,,,,,,,,,,2020-12-10 03:00:29
2203,"Sensus.Probes.Location.LocationDatum, SensusAndroid",be73287a-bfd9-455e-878a-f40afdeecf73,b6c7054108615ca5,2020-12-10 08:00:30.699059+00:00,4fde13e6-f31a-45a9-9404-bfb02f5683c8,15.18.0,4264.0,OnePlus,OnePlus7,Android 29,,,,-05:00:00,,,,,,,,35.3069507,-80.7236263,11.482000350952148,,2020-12-10 03:00:30
2204,"Sensus.Probes.Context.SoundDatum, SensusiOS",8cce8153-28d2-4e04-9362-404e97857c05,35CBCC4A-FE51-4C73-922A-C625260DD97D,2020-12-12 01:13:28.145132+00:00,4fde13e6-f31a-45a9-9404-bfb02f5683c8,15.18.0,2704.0,Apple,"iPhone13,3",iOS 14.1,,,,-05:00:00,25.0,,,,,,,,,,,2020-12-11 20:13:28
2205,"Sensus.Probes.Device.BatteryDatum, SensusiOS",21fe5396-8cba-43fb-8e5c-8e20ec412d8f,35CBCC4A-FE51-4C73-922A-C625260DD97D,2020-12-12 01:31:40.153598+00:00,4fde13e6-f31a-45a9-9404-bfb02f5683c8,15.18.0,2704.0,Apple,"iPhone13,3",iOS 14.1,,,,-05:00:00,,47.0,,,,,,,,,,2020-12-11 20:31:40
2206,"Sensus.Probes.Network.WlanDatum, SensusiOS",108a2f58-ddb5-4462-a655-5d4ddb8ca793,35CBCC4A-FE51-4C73-922A-C625260DD97D,2020-12-12 01:31:40.333974+00:00,4fde13e6-f31a-45a9-9404-bfb02f5683c8,15.18.0,2704.0,Apple,"iPhone13,3",iOS 14.1,,,,-05:00:00,,,90:3a:72:6:d1:5c,,,,,,,,,2020-12-11 20:31:40
2207,"Sensus.Probes.Movement.ActivityDatum, SensusiOS",4ddef71a-3788-49fe-8fe0-8abd8a3760d8,8F7D0A51-8590-4BA2-9A79-C9758C4C5AD7,2020-12-12 11:09:24.914000+00:00,4fde13e6-f31a-45a9-9404-bfb02f5683c8,15.18.0,1628.0,Apple,"iPhone12,1",iOS 14.2,,,,-05:00:00,,,,Walking,Starting,Active,Medium,,,,,2020-12-12 06:09:24
2208,"Sensus.Probes.Movement.ActivityDatum, SensusiOS",1b78d862-7a92-4708-9da4-580ea16ee017,8F7D0A51-8590-4BA2-9A79-C9758C4C5AD7,2020-12-12 11:09:31.541000+00:00,4fde13e6-f31a-45a9-9404-bfb02f5683c8,15.18.0,1628.0,Apple,"iPhone12,1",iOS 14.2,,,,-05:00:00,,,,Walking,Starting,Active,High,,,,,2020-12-12 06:09:31
2209,"Sensus.Probes.Movement.ActivityDatum, SensusiOS",c51fb27c-84aa-4271-89bc-b994ed523999,8F7D0A51-8590-4BA2-9A79-C9758C4C5AD7,2020-12-12 11:09:43.626000+00:00,4fde13e6-f31a-45a9-9404-bfb02f5683c8,15.18.0,1628.0,Apple,"iPhone12,1",iOS 14.2,,,,-05:00:00,,,,Still,Starting,Active,High,,,,,2020-12-12 06:09:43
2210,"Sensus.Probes.Movement.ActivityDatum, SensusiOS",278a8728-83de-40a4-81b6-8a0333a8ccc2,8F7D0A51-8590-4BA2-9A79-C9758C4C5AD7,2020-12-12 11:09:50.304000+00:00,4fde13e6-f31a-45a9-9404-bfb02f5683c8,15.18.0,1628.0,Apple,"iPhone12,1",iOS 14.2,,,,-05:00:00,,,,Walking,Starting,Active,High,,,,,2020-12-12 06:09:50
2211,"Sensus.Probes.Movement.ActivityDatum, SensusiOS",a8bb0456-63f9-4870-b274-949d780eb6d2,8F7D0A51-8590-4BA2-9A79-C9758C4C5AD7,2020-12-12 11:10:11.606000+00:00,4fde13e6-f31a-45a9-9404-bfb02f5683c8,15.18.0,1628.0,Apple,"iPhone12,1",iOS 14.2,,,,-05:00:00,,,,Still,Starting,Active,High,,,,,2020-12-12 06:10:11
2212,"Sensus.Probes.Movement.ActivityDatum, SensusiOS",6b8e8387-6ad2-4a31-93c6-82a21b050f9b,8F7D0A51-8590-4BA2-9A79-C9758C4C5AD7,2020-12-12 11:10:12.878000+00:00,4fde13e6-f31a-45a9-9404-bfb02f5683c8,15.18.0,1628.0,Apple,"iPhone12,1",iOS 14.2,,,,-05:00:00,,,,Walking,Starting,Active,High,,,,,2020-12-12 06:10:12
2213,"Sensus.Probes.Movement.ActivityDatum, SensusiOS",442ea96d-0b79-4b4a-bf41-160e9d7853ab,8F7D0A51-8590-4BA2-9A79-C9758C4C5AD7,2020-12-12 11:10:37.046000+00:00,4fde13e6-f31a-45a9-9404-bfb02f5683c8,15.18.0,1628.0,Apple,"iPhone12,1",iOS 14.2,,,,-05:00:00,,,,Still,Starting,Active,High,,,,,2020-12-12 06:10:37
2214,"Sensus.Probes.Movement.ActivityDatum, SensusiOS",5311232e-2af1-47bb-8e72-74a3cc7ac98d,8F7D0A51-8590-4BA2-9A79-C9758C4C5AD7,2020-12-12 12:03:52.188000+00:00,4fde13e6-f31a-45a9-9404-bfb02f5683c8,15.18.0,1628.0,Apple,"iPhone12,1",iOS 14.2,,,,-05:00:00,,,,Walking,Starting,Active,Medium,,,,,2020-12-12 07:03:52
2215,"Sensus.Probes.Movement.ActivityDatum, SensusiOS",fb33e99a-f8d1-4be6-b655-57ebfd5c8717,8F7D0A51-8590-4BA2-9A79-C9758C4C5AD7,2020-12-12 12:03:54.731000+00:00,4fde13e6-f31a-45a9-9404-bfb02f5683c8,15.18.0,1628.0,Apple,"iPhone12,1",iOS 14.2,,,,-05:00:00,,,,Walking,Starting,Active,High,,,,,2020-12-12 07:03:54
2216,"Sensus.Probes.Device.BatteryDatum, SensusiOS",b63ea57e-234e-421a-b34e-69e626c4e344,8F7D0A51-8590-4BA2-9A79-C9758C4C5AD7,2020-12-12 12:04:13.778169+00:00,4fde13e6-f31a-45a9-9404-bfb02f5683c8,15.18.0,1628.0,Apple,"iPhone12,1",iOS 14.2,,,,-05:00:00,,100.0,,,,,,,,,,2020-12-12 07:04:13
2217,"Sensus.Probes.Network.WlanDatum, SensusiOS",cad27cf6-bed3-4473-8467-4c0abf5f3730,8F7D0A51-8590-4BA2-9A79-C9758C4C5AD7,2020-12-12 12:04:13.790208+00:00,4fde13e6-f31a-45a9-9404-bfb02f5683c8,15.18.0,1628.0,Apple,"iPhone12,1",iOS 14.2,,,,-05:00:00,,,,,,,,,,,,2020-12-12 07:04:13
2218,"Sensus.Probes.Movement.ActivityDatum, SensusiOS",fd8341c5-762b-49e8-b578-f2330137cc11,8F7D0A51-8590-4BA2-9A79-C9758C4C5AD7,2020-12-12 12:03:55.731000+00:00,4fde13e6-f31a-45a9-9404-bfb02f5683c8,15.18.0,1628.0,Apple,"iPhone12,1",iOS 14.2,,,,-05:00:00,,,,Walking,Starting,Active,High,,,,,2020-12-12 07:03:55
2219,"Sensus.Probes.Location.LocationDatum, SensusiOS",445dffec-7ff4-4394-87cd-e432fc0379af,8F7D0A51-8590-4BA2-9A79-C9758C4C5AD7,2020-12-12 12:04:16.677411+00:00,4fde13e6-f31a-45a9-9404-bfb02f5683c8,15.18.0,1628.0,Apple,"iPhone12,1",iOS 14.2,,,,-05:00:00,,,,,,,,35.463824026458425,-80.88658584417334,24.97354376392017,,2020-12-12 07:04:16
2220,"Sensus.Probes.Context.SoundDatum, SensusiOS",43cf0eca-8f23-4bda-aa87-585640299550,8F7D0A51-8590-4BA2-9A79-C9758C4C5AD7,2020-12-12 12:04:16.897817+00:00,4fde13e6-f31a-45a9-9404-bfb02f5683c8,15.18.0,1628.0,Apple,"iPhone12,1",iOS 14.2,,,,-05:00:00,73.35256814956665,,,,,,,,,,,2020-12-12 07:04:16
2221,"Sensus.Probes.Context.SoundDatum, SensusiOS",ab4776dc-6aea-431b-96c6-ae958251e313,8F7D0A51-8590-4BA2-9A79-C9758C4C5AD7,2020-12-11 23:43:26.215632+00:00,4fde13e6-f31a-45a9-9404-bfb02f5683c8,15.18.0,1628.0,Apple,"iPhone12,1",iOS 14.2,,,,-05:00:00,71.88853979110718,,,,,,,,,,,2020-12-11 18:43:26
2222,"Sensus.Probes.Device.BatteryDatum, SensusiOS",85f2236a-cd32-4821-bbe3-26a7442a9ae0,8F7D0A51-8590-4BA2-9A79-C9758C4C5AD7,2020-12-11 23:51:29.631672+00:00,4fde13e6-f31a-45a9-9404-bfb02f5683c8,15.18.0,1628.0,Apple,"iPhone12,1",iOS 14.2,,,,-05:00:00,,63.0,,,,,,,,,,2020-12-11 18:51:29
2223,"Sensus.Probes.Network.WlanDatum, SensusiOS",6a3d9652-0ab4-48da-b5d0-019bd72da39b,8F7D0A51-8590-4BA2-9A79-C9758C4C5AD7,2020-12-11 23:51:29.845304+00:00,4fde13e6-f31a-45a9-9404-bfb02f5683c8,15.18.0,1628.0,Apple,"iPhone12,1",iOS 14.2,,,,-05:00:00,,,,,,,,,,,,2020-12-11 18:51:29
2224,"Sensus.Probes.Location.LocationDatum, SensusiOS",2b2ec052-5562-4d3c-be38-881799c609ff,8F7D0A51-8590-4BA2-9A79-C9758C4C5AD7,2020-12-11 23:51:29.845830+00:00,4fde13e6-f31a-45a9-9404-bfb02f5683c8,15.18.0,1628.0,Apple,"iPhone12,1",iOS 14.2,,,,-05:00:00,,,,,,,,35.46404355832488,-80.88670689395109,17.364936305307335,,2020-12-11 18:51:29
2225,"Sensus.Probes.Movement.ActivityDatum, SensusiOS",d5fae5e5-85f1-41ba-b2c2-0271e6e076f0,8F7D0A51-8590-4BA2-9A79-C9758C4C5AD7,2020-12-11 23:43:51.831000+00:00,4fde13e6-f31a-45a9-9404-bfb02f5683c8,15.18.0,1628.0,Apple,"iPhone12,1",iOS 14.2,,,,-05:00:00,,,,Walking,Starting,Active,Medium,,,,,2020-12-11 18:43:51
2226,"Sensus.Probes.Movement.ActivityDatum, SensusiOS",4a714350-855f-4357-9fc3-67b35dc16455,8F7D0A51-8590-4BA2-9A79-C9758C4C5AD7,2020-12-11 23:43:54.374000+00:00,4fde13e6-f31a-45a9-9404-bfb02f5683c8,15.18.0,1628.0,Apple,"iPhone12,1",iOS 14.2,,,,-05:00:00,,,,Walking,Starting,Active,High,,,,,2020-12-11 18:43:54
2227,"Sensus.Probes.Movement.ActivityDatum, SensusiOS",8cf679f4-5ddc-43b8-b9fa-883ed58e094a,8F7D0A51-8590-4BA2-9A79-C9758C4C5AD7,2020-12-11 23:44:03.904000+00:00,4fde13e6-f31a-45a9-9404-bfb02f5683c8,15.18.0,1628.0,Apple,"iPhone12,1",iOS 14.2,,,,-05:00:00,,,,Still,Starting,Active,High,,,,,2020-12-11 18:44:03
