Row_id,Type,Id,DeviceId,Timestamp,ProtocolId,BuildId,ParticipantId,DeviceManufacturer,DeviceModel,OperatingSystem,TaggedEventId,TaggedEventTags,SensingAgentStateDescription,LocalOffsetFromUTC,Decibels,BatteryLevel,AccessPointBSSID,Activity,Phase,State,Confidence,Latitude,Longitude,LocationAccuracy,ProtocolName,Formatted_time
0,"Sensus.Probes.Device.BatteryDatum, SensusAndroid",02b6c547-d395-4e83-91b8-15bc34459460,b6c7054108615ca5,2020-12-10 02:59:12.738999+00:00,4fde13e6-f31a-45a9-9404-bfb02f5683c8,15.18.0,4264.0,OnePlus,OnePlus7,Android 29,,,,-05:00:00,,34.0,,,,,,,,,,2020-12-09 21:59:12
1,"Sensus.Probes.Location.LocationDatum, SensusAndroid",da97597d-86b8-4d45-9420-509ecacc6c07,b6c7054108615ca5,2020-12-10 02:59:19.940902+00:00,4fde13e6-f31a-45a9-9404-bfb02f5683c8,15.18.0,4264.0,OnePlus,OnePlus7,Android 29,,,,-05:00:00,,,,,,,,35.3069588,-80.7236291,11.531999588012695,,2020-12-09 21:59:19
2,"Sensus.Probes.Context.SoundDatum, SensusAndroid",acde90d3-998d-4895-9db3-967084cd8d1a,b6c7054108615ca5,2020-12-10 02:59:22.866585+00:00,4fde13e6-f31a-45a9-9404-bfb02f5683c8,15.18.0,4264.0,OnePlus,OnePlus7,Android 29,,,,-05:00:00,51.38747819230092,,,,,,,,,,,2020-12-09 21:59:22
3,"Sensus.Probes.Device.BatteryDatum, SensusAndroid",96e06f4e-e9f7-4984-9fbf-57f89ff77c92,b6c7054108615ca5,2020-12-10 02:59:27.775905+00:00,4fde13e6-f31a-45a9-9404-bfb02f5683c8,15.18.0,4264.0,OnePlus,OnePlus7,Android 29,,,,-05:00:00,,34.0,,,,,,,,,,2020-12-09 21:59:27
4,"Sensus.Probes.Location.LocationDatum, SensusAndroid",3ac306ba-8ef6-4f41-95eb-68883bfea649,b6c7054108615ca5,2020-12-10 02:59:37.040428+00:00,4fde13e6-f31a-45a9-9404-bfb02f5683c8,15.18.0,4264.0,OnePlus,OnePlus7,Android 29,,,,-05:00:00,,,,,,,,35.3069562,-80.7236282,11.5,,2020-12-09 21:59:37
5,"Sensus.Probes.Device.BatteryDatum, SensusAndroid",82244280-a579-4c4d-ab33-a52970787ef7,b6c7054108615ca5,2020-12-10 02:59:44.956885+00:00,4fde13e6-f31a-45a9-9404-bfb02f5683c8,15.18.0,4264.0,OnePlus,OnePlus7,Android 29,,,,-05:00:00,,34.0,,,,,,,,,,2020-12-09 21:59:44
6,"Sensus.Probes.Context.SoundDatum, SensusAndroid",3db1b5dd-7239-4d10-91fe-334a59439987,b6c7054108615ca5,2020-12-10 02:59:45.072823+00:00,4fde13e6-f31a-45a9-9404-bfb02f5683c8,15.18.0,4264.0,OnePlus,OnePlus7,Android 29,,,,-05:00:00,46.808882296802366,,,,,,,,,,,2020-12-09 21:59:45
7,"Sensus.Probes.Location.LocationDatum, SensusAndroid",8a15ad93-dbd9-44b5-b404-903556200159,b6c7054108615ca5,2020-12-10 02:59:54.159468+00:00,4fde13e6-f31a-45a9-9404-bfb02f5683c8,15.18.0,4264.0,OnePlus,OnePlus7,Android 29,,,,-05:00:00,,,,,,,,35.3069578,-80.7236236,11.532999992370605,,2020-12-09 21:59:54
8,"Sensus.Probes.Device.BatteryDatum, SensusAndroid",30ec5f79-5efb-4d39-9c7b-fa97e41d543c,b6c7054108615ca5,2020-12-10 02:59:59.971820+00:00,4fde13e6-f31a-45a9-9404-bfb02f5683c8,15.18.0,4264.0,OnePlus,OnePlus7,Android 29,,,,-05:00:00,,34.0,,,,,,,,,,2020-12-09 21:59:59
9,"Sensus.Probes.Context.SoundDatum, SensusAndroid",8b514920-e794-4e61-906e-429a7f6b6eef,b6c7054108615ca5,2020-12-10 03:00:10.050144+00:00,4fde13e6-f31a-45a9-9404-bfb02f5683c8,15.18.0,4264.0,OnePlus,OnePlus7,Android 29,,,,-05:00:00,54.979257225123234,,,,,,,,,,,2020-12-09 22:00:10
10,"Sensus.Probes.Location.LocationDatum, SensusAndroid",38d277b0-6c73-415d-b16c-2283cfaf827e,b6c7054108615ca5,2020-12-10 03:00:12.570130+00:00,4fde13e6-f31a-45a9-9404-bfb02f5683c8,15.18.0,4264.0,OnePlus,OnePlus7,Android 29,,,,-05:00:00,,,,,,,,35.3069577,-80.7236278,11.50100040435791,,2020-12-09 22:00:12
11,"Sensus.Probes.Device.BatteryDatum, SensusAndroid",b5d81782-9af6-4f36-951c-d2d71510b97b,b6c7054108615ca5,2020-12-10 03:00:14.985246+00:00,4fde13e6-f31a-45a9-9404-bfb02f5683c8,15.18.0,4264.0,OnePlus,OnePlus7,Android 29,,,,-05:00:00,,34.0,,,,,,,,,,2020-12-09 22:00:14
12,"Sensus.Probes.Device.BatteryDatum, SensusAndroid",6d131181-8b4e-4a41-8844-4fb374acfabe,b6c7054108615ca5,2020-12-10 03:00:30.142072+00:00,4fde13e6-f31a-45a9-9404-bfb02f5683c8,15.18.0,4264.0,OnePlus,OnePlus7,Android 29,,,,-05:00:00,,34.0,,,,,,,,,,2020-12-09 22:00:30
13,"Sensus.Probes.Context.SoundDatum, SensusAndroid",e1637ab5-6177-4b2d-8e2a-b278f19f9912,b6c7054108615ca5,2020-12-10 03:00:30.276372+00:00,4fde13e6-f31a-45a9-9404-bfb02f5683c8,15.18.0,4264.0,OnePlus,OnePlus7,Android 29,,,,-05:00:00,47.53153914113024,,,,,,,,,,,2020-12-09 22:00:30
14,"Sensus.Probes.Location.LocationDatum, SensusAndroid",74f92fc9-b67c-4028-aa22-7bb295ae59bd,b6c7054108615ca5,2020-12-10 03:00:32.326730+00:00,4fde13e6-f31a-45a9-9404-bfb02f5683c8,15.18.0,4264.0,OnePlus,OnePlus7,Android 29,,,,-05:00:00,,,,,,,,35.3069575,-80.7236273,11.583000183105469,,2020-12-09 22:00:32
15,"Sensus.Probes.Context.SoundDatum, SensusiOS",7168415b-e8da-48be-a4bc-09a9a5b678f1,8F7D0A51-8590-4BA2-9A79-C9758C4C5AD7,2020-12-12 21:15:59.548769+00:00,4fde13e6-f31a-45a9-9404-bfb02f5683c8,15.18.0,1628.0,Apple,"iPhone12,1",iOS 14.2,,,,-05:00:00,88.17683577537537,,,,,,,,,,,2020-12-12 16:15:59
16,"Sensus.Probes.Device.BatteryDatum, SensusiOS",20251d91-bc67-431e-adf3-aeb3ed320e2d,8F7D0A51-8590-4BA2-9A79-C9758C4C5AD7,2020-12-12 21:18:58.494286+00:00,4fde13e6-f31a-45a9-9404-bfb02f5683c8,15.18.0,1628.0,Apple,"iPhone12,1",iOS 14.2,,,,-05:00:00,,100.0,,,,,,,,,,2020-12-12 16:18:58
17,"Sensus.Probes.Network.WlanDatum, SensusiOS",5429cda1-0fbb-405a-8b3f-4d33b3ecfe89,8F7D0A51-8590-4BA2-9A79-C9758C4C5AD7,2020-12-12 21:18:58.698946+00:00,4fde13e6-f31a-45a9-9404-bfb02f5683c8,15.18.0,1628.0,Apple,"iPhone12,1",iOS 14.2,,,,-05:00:00,,,,,,,,,,,,2020-12-12 16:18:58
18,"Sensus.Probes.Location.LocationDatum, SensusiOS",69c7d6dd-414b-4611-a9c0-7e805a16d532,8F7D0A51-8590-4BA2-9A79-C9758C4C5AD7,2020-12-12 21:18:58.699543+00:00,4fde13e6-f31a-45a9-9404-bfb02f5683c8,15.18.0,1628.0,Apple,"iPhone12,1",iOS 14.2,,,,-05:00:00,,,,,,,,35.44453704505851,-80.86591967546664,4.879153790264727,,2020-12-12 16:18:58
19,"Sensus.Probes.Movement.ActivityDatum, SensusiOS",94b7c21b-0dc6-415e-b10d-53686fe14f3b,8F7D0A51-8590-4BA2-9A79-C9758C4C5AD7,2020-12-12 21:15:50.288000+00:00,4fde13e6-f31a-45a9-9404-bfb02f5683c8,15.18.0,1628.0,Apple,"iPhone12,1",iOS 14.2,,,,-05:00:00,,,,InVehicle,Starting,Active,High,,,,,2020-12-12 16:15:50
20,"Sensus.Probes.Movement.ActivityDatum, SensusiOS",aedc6b8c-cb58-4df4-9156-4ec8b3acd9bc,8F7D0A51-8590-4BA2-9A79-C9758C4C5AD7,2020-12-12 21:16:27.449000+00:00,4fde13e6-f31a-45a9-9404-bfb02f5683c8,15.18.0,1628.0,Apple,"iPhone12,1",iOS 14.2,,,,-05:00:00,,,,InVehicle,Starting,Active,High,,,,,2020-12-12 16:16:27
21,"Sensus.Probes.Movement.ActivityDatum, SensusiOS",0d934492-c28c-4d97-9345-23ae4bd642c4,8F7D0A51-8590-4BA2-9A79-C9758C4C5AD7,2020-12-12 21:17:28.816000+00:00,4fde13e6-f31a-45a9-9404-bfb02f5683c8,15.18.0,1628.0,Apple,"iPhone12,1",iOS 14.2,,,,-05:00:00,,,,InVehicle,Starting,Active,High,,,,,2020-12-12 16:17:28
22,"Sensus.Probes.Movement.ActivityDatum, SensusiOS",9df38208-669b-4fd6-b6fa-3f689adb4c8a,8F7D0A51-8590-4BA2-9A79-C9758C4C5AD7,2020-12-12 21:17:31.046000+00:00,4fde13e6-f31a-45a9-9404-bfb02f5683c8,15.18.0,1628.0,Apple,"iPhone12,1",iOS 14.2,,,,-05:00:00,,,,InVehicle,Starting,Active,High,,,,,2020-12-12 16:17:31
23,"Sensus.Probes.Movement.ActivityDatum, SensusiOS",00c3c991-cc41-446e-9077-a177f8fd9ee1,8F7D0A51-8590-4BA2-9A79-C9758C4C5AD7,2020-12-12 21:17:38.669000+00:00,4fde13e6-f31a-45a9-9404-bfb02f5683c8,15.18.0,1628.0,Apple,"iPhone12,1",iOS 14.2,,,,-05:00:00,,,,InVehicle,Starting,Active,High,,,,,2020-12-12 16:17:38
24,"Sensus.Probes.Movement.ActivityDatum, SensusiOS",c65528e3-630c-4992-b516-1d7991c4d168,8F7D0A51-8590-4BA2-9A79-C9758C4C5AD7,2020-12-12 21:18:06.654000+00:00,4fde13e6-f31a-45a9-9404-bfb02f5683c8,15.18.0,1628.0,Apple,"iPhone12,1",iOS 14.2,,,,-05:00:00,,,,InVehicle,Starting,Active,High,,,,,2020-12-12 16:18:06
25,"Sensus.Probes.Movement.ActivityDatum, SensusiOS",6698e00e-f317-4874-96b4-874e737f55c4,8F7D0A51-8590-4BA2-9A79-C9758C4C5AD7,2020-12-12 21:18:32.094000+00:00,4fde13e6-f31a-45a9-9404-bfb02f5683c8,15.18.0,1628.0,Apple,"iPhone12,1",iOS 14.2,,,,-05:00:00,,,,InVehicle,Starting,Active,High,,,,,2020-12-12 16:18:32
26,"Sensus.Probes.Movement.ActivityDatum, SensusiOS",4fc31e88-9013-493d-bd99-c0c5ef3777cd,8F7D0A51-8590-4BA2-9A79-C9758C4C5AD7,2020-12-12 21:18:34.638000+00:00,4fde13e6-f31a-45a9-9404-bfb02f5683c8,15.18.0,1628.0,Apple,"iPhone12,1",iOS 14.2,,,,-05:00:00,,,,InVehicle,Starting,Active,High,,,,,2020-12-12 16:18:34
27,"Sensus.Probes.Device.BatteryDatum, SensusAndroid",045a0d73-175c-405c-8d2f-cd657fca7fb3,b6c7054108615ca5,2020-12-10 15:47:18.174891+00:00,4fde13e6-f31a-45a9-9404-bfb02f5683c8,15.18.0,4264.0,OnePlus,OnePlus7,Android 29,,,,-05:00:00,,31.0,,,,,,,,,,2020-12-10 10:47:18
28,"Sensus.Probes.Context.SoundDatum, SensusAndroid",d0ceb6df-475b-4f01-8049-6b3b066a313b,b6c7054108615ca5,2020-12-10 15:47:18.263704+00:00,4fde13e6-f31a-45a9-9404-bfb02f5683c8,15.18.0,4264.0,OnePlus,OnePlus7,Android 29,,,,-05:00:00,36.90196080028514,,,,,,,,,,,2020-12-10 10:47:18
29,"Sensus.Probes.Device.BatteryDatum, SensusAndroid",d1c8b587-9ee7-4f9b-b1b3-8c39bc5c6fa2,b6c7054108615ca5,2020-12-10 15:47:33.315053+00:00,4fde13e6-f31a-45a9-9404-bfb02f5683c8,15.18.0,4264.0,OnePlus,OnePlus7,Android 29,,,,-05:00:00,,31.0,,,,,,,,,,2020-12-10 10:47:33
30,"Sensus.Probes.Context.SoundDatum, SensusAndroid",5cfc56e0-bbe5-4f13-bb33-05b3a7c27e4b,b6c7054108615ca5,2020-12-10 15:47:43.439988+00:00,4fde13e6-f31a-45a9-9404-bfb02f5683c8,15.18.0,4264.0,OnePlus,OnePlus7,Android 29,,,,-05:00:00,45.343434568060275,,,,,,,,,,,2020-12-10 10:47:43
31,"Sensus.Probes.Device.BatteryDatum, SensusAndroid",28d8419f-e481-4418-9155-e1e53f84afbd,b6c7054108615ca5,2020-12-10 15:47:48.446576+00:00,4fde13e6-f31a-45a9-9404-bfb02f5683c8,15.18.0,4264.0,OnePlus,OnePlus7,Android 29,,,,-05:00:00,,31.0,,,,,,,,,,2020-12-10 10:47:48
32,"Sensus.Probes.Location.LocationDatum, SensusAndroid",abd807da-f34e-4a15-91d4-1b9611778ebe,b6c7054108615ca5,2020-12-10 15:47:57.580555+00:00,4fde13e6-f31a-45a9-9404-bfb02f5683c8,15.18.0,4264.0,OnePlus,OnePlus7,Android 29,,,,-05:00:00,,,,,,,,35.306968499999996,-80.7236434,11.470999717712402,,2020-12-10 10:47:57
33,"Sensus.Probes.Device.BatteryDatum, SensusAndroid",4b5b09fa-b03a-4f30-a7f3-df88f8084ffd,b6c7054108615ca5,2020-12-10 15:48:05.441503+00:00,4fde13e6-f31a-45a9-9404-bfb02f5683c8,15.18.0,4264.0,OnePlus,OnePlus7,Android 29,,,,-05:00:00,,31.0,,,,,,,,,,2020-12-10 10:48:05
34,"Sensus.Probes.Context.SoundDatum, SensusAndroid",3196bc43-e892-4ba9-b4a1-9604a101820c,b6c7054108615ca5,2020-12-10 15:48:05.596802+00:00,4fde13e6-f31a-45a9-9404-bfb02f5683c8,15.18.0,4264.0,OnePlus,OnePlus7,Android 29,,,,-05:00:00,32.86905352972375,,,,,,,,,,,2020-12-10 10:48:05
35,"Sensus.Probes.Location.LocationDatum, SensusAndroid",70eab71d-e373-41d6-8441-3f4b11a45924,b6c7054108615ca5,2020-12-10 15:48:14.887778+00:00,4fde13e6-f31a-45a9-9404-bfb02f5683c8,15.18.0,4264.0,OnePlus,OnePlus7,Android 29,,,,-05:00:00,,,,,,,,35.3069675,-80.7236462,11.468999862670898,,2020-12-10 10:48:14
36,"Sensus.Probes.Device.BatteryDatum, SensusAndroid",3c94e6b2-80c1-4621-a75e-57cf50568fa8,b6c7054108615ca5,2020-12-10 15:48:20.575167+00:00,4fde13e6-f31a-45a9-9404-bfb02f5683c8,15.18.0,4264.0,OnePlus,OnePlus7,Android 29,,,,-05:00:00,,31.0,,,,,,,,,,2020-12-10 10:48:20
37,"Sensus.Probes.Context.SoundDatum, SensusAndroid",e29d63da-3c68-465a-bc33-2a51f6c09dc0,b6c7054108615ca5,2020-12-10 15:48:30.719228+00:00,4fde13e6-f31a-45a9-9404-bfb02f5683c8,15.18.0,4264.0,OnePlus,OnePlus7,Android 29,,,,-05:00:00,38.48558572123763,,,,,,,,,,,2020-12-10 10:48:30
38,"Sensus.Probes.Location.LocationDatum, SensusAndroid",b9bf598f-226e-4216-ba9e-f8a1571b3862,b6c7054108615ca5,2020-12-10 15:48:32.685043+00:00,4fde13e6-f31a-45a9-9404-bfb02f5683c8,15.18.0,4264.0,OnePlus,OnePlus7,Android 29,,,,-05:00:00,,,,,,,,35.3069659,-80.7236368,11.479000091552734,,2020-12-10 10:48:32
39,"Sensus.Probes.Device.BatteryDatum, SensusAndroid",cce87e06-e227-47f5-8470-259e85c0fdaf,b6c7054108615ca5,2020-12-10 15:48:35.706709+00:00,4fde13e6-f31a-45a9-9404-bfb02f5683c8,15.18.0,4264.0,OnePlus,OnePlus7,Android 29,,,,-05:00:00,,31.0,,,,,,,,,,2020-12-10 10:48:35
40,"Sensus.Probes.Device.BatteryDatum, SensusAndroid",cc8f6727-ff0d-4f46-be34-f5d6a594a58f,b6c7054108615ca5,2020-12-10 15:48:50.976514+00:00,4fde13e6-f31a-45a9-9404-bfb02f5683c8,15.18.0,4264.0,OnePlus,OnePlus7,Android 29,,,,-05:00:00,,31.0,,,,,,,,,,2020-12-10 10:48:50
41,"Sensus.Probes.Context.SoundDatum, SensusAndroid",ecbd787a-23e5-485b-955c-28e89d71c98c,b6c7054108615ca5,2020-12-10 15:48:51.086994+00:00,4fde13e6-f31a-45a9-9404-bfb02f5683c8,15.18.0,4264.0,OnePlus,OnePlus7,Android 29,,,,-05:00:00,31.3640344813399,,,,,,,,,,,2020-12-10 10:48:51
42,"Sensus.Probes.Location.LocationDatum, SensusAndroid",4f42d258-821a-4e01-a814-73f31f6f5e74,b6c7054108615ca5,2020-12-10 15:48:52.764060+00:00,4fde13e6-f31a-45a9-9404-bfb02f5683c8,15.18.0,4264.0,OnePlus,OnePlus7,Android 29,,,,-05:00:00,,,,,,,,35.3069671,-80.7236436,11.468999862670898,,2020-12-10 10:48:52
43,"Sensus.Probes.Device.BatteryDatum, SensusAndroid",fd576237-4c35-480d-afcd-fdccc204009b,b6c7054108615ca5,2020-12-10 15:49:06.120089+00:00,4fde13e6-f31a-45a9-9404-bfb02f5683c8,15.18.0,4264.0,OnePlus,OnePlus7,Android 29,,,,-05:00:00,,31.0,,,,,,,,,,2020-12-10 10:49:06
44,"Sensus.Probes.Location.LocationDatum, SensusAndroid",c40df977-e1b4-49c1-91b5-1349596fdb61,b6c7054108615ca5,2020-12-10 15:49:13.138016+00:00,4fde13e6-f31a-45a9-9404-bfb02f5683c8,15.18.0,4264.0,OnePlus,OnePlus7,Android 29,,,,-05:00:00,,,,,,,,35.3069605,-80.7236612,11.468000411987305,,2020-12-10 10:49:13
45,"Sensus.Probes.Context.SoundDatum, SensusAndroid",514ddacd-1dc3-4e24-8f55-a8d5f9a0e9ce,b6c7054108615ca5,2020-12-10 15:49:16.293670+00:00,4fde13e6-f31a-45a9-9404-bfb02f5683c8,15.18.0,4264.0,OnePlus,OnePlus7,Android 29,,,,-05:00:00,31.126050015345747,,,,,,,,,,,2020-12-10 10:49:16
46,"Sensus.Probes.Device.BatteryDatum, SensusAndroid",eeafef8c-064c-427b-8487-3ac2da041373,b6c7054108615ca5,2020-12-10 15:49:21.239768+00:00,4fde13e6-f31a-45a9-9404-bfb02f5683c8,15.18.0,4264.0,OnePlus,OnePlus7,Android 29,,,,-05:00:00,,31.0,,,,,,,,,,2020-12-10 10:49:21
47,"Sensus.Probes.Location.LocationDatum, SensusAndroid",017b55cb-1a63-4019-8aa1-7f1027427b94,b6c7054108615ca5,2020-12-10 15:49:30.358457+00:00,4fde13e6-f31a-45a9-9404-bfb02f5683c8,15.18.0,4264.0,OnePlus,OnePlus7,Android 29,,,,-05:00:00,,,,,,,,35.3069643,-80.7236427,11.468000411987305,,2020-12-10 10:49:30
48,"Sensus.Probes.Device.BatteryDatum, SensusAndroid",e6d16219-f8ae-4521-9478-a267c027044d,b6c7054108615ca5,2020-12-10 15:49:38.277194+00:00,4fde13e6-f31a-45a9-9404-bfb02f5683c8,15.18.0,4264.0,OnePlus,OnePlus7,Android 29,,,,-05:00:00,,31.0,,,,,,,,,,2020-12-10 10:49:38
49,"Sensus.Probes.Context.SoundDatum, SensusAndroid",76b96ca6-89fe-4f9b-8202-0327c1e86bbe,b6c7054108615ca5,2020-12-10 15:49:38.419254+00:00,4fde13e6-f31a-45a9-9404-bfb02f5683c8,15.18.0,4264.0,OnePlus,OnePlus7,Android 29,,,,-05:00:00,38.276277047674334,,,,,,,,,,,2020-12-10 10:49:38
50,"Sensus.Probes.Location.LocationDatum, SensusAndroid",a6e06358-e61b-41c4-b79e-f646c9e8d25b,b6c7054108615ca5,2020-12-10 15:49:47.540975+00:00,4fde13e6-f31a-45a9-9404-bfb02f5683c8,15.18.0,4264.0,OnePlus,OnePlus7,Android 29,,,,-05:00:00,,,,,,,,35.3069689,-80.7236406,11.479999542236328,,2020-12-10 10:49:47
51,"Sensus.Probes.Device.BatteryDatum, SensusAndroid",843d0456-212b-452f-84d6-b0ca252fdd99,b6c7054108615ca5,2020-12-10 15:49:53.401112+00:00,4fde13e6-f31a-45a9-9404-bfb02f5683c8,15.18.0,4264.0,OnePlus,OnePlus7,Android 29,,,,-05:00:00,,31.0,,,,,,,,,,2020-12-10 10:49:53
52,"Sensus.Probes.Context.SoundDatum, SensusAndroid",39551480-9ef1-4ee8-9160-8e48c0099891,b6c7054108615ca5,2020-12-10 15:50:03.533213+00:00,4fde13e6-f31a-45a9-9404-bfb02f5683c8,15.18.0,4264.0,OnePlus,OnePlus7,Android 29,,,,-05:00:00,35.986810989071635,,,,,,,,,,,2020-12-10 10:50:03
53,"Sensus.Probes.Location.LocationDatum, SensusAndroid",5c8a2c95-58d7-41e3-ad31-ca3560c23366,b6c7054108615ca5,2020-12-10 15:50:05.567228+00:00,4fde13e6-f31a-45a9-9404-bfb02f5683c8,15.18.0,4264.0,OnePlus,OnePlus7,Android 29,,,,-05:00:00,,,,,,,,35.3069724,-80.723641,11.472999572753906,,2020-12-10 10:50:05
54,"Sensus.Probes.Device.BatteryDatum, SensusAndroid",011cc21b-e43e-4736-b667-698ca2f623d2,b6c7054108615ca5,2020-12-10 15:50:08.542647+00:00,4fde13e6-f31a-45a9-9404-bfb02f5683c8,15.18.0,4264.0,OnePlus,OnePlus7,Android 29,,,,-05:00:00,,31.0,,,,,,,,,,2020-12-10 10:50:08
55,"Sensus.Probes.Device.BatteryDatum, SensusAndroid",c7013e95-253d-4efe-a08f-de47f69a8f03,b6c7054108615ca5,2020-12-10 15:50:23.798155+00:00,4fde13e6-f31a-45a9-9404-bfb02f5683c8,15.18.0,4264.0,OnePlus,OnePlus7,Android 29,,,,-05:00:00,,31.0,,,,,,,,,,2020-12-10 10:50:23
56,"Sensus.Probes.Context.SoundDatum, SensusAndroid",10acf910-488d-4fb2-9a9f-44032328d114,b6c7054108615ca5,2020-12-10 15:50:23.904577+00:00,4fde13e6-f31a-45a9-9404-bfb02f5683c8,15.18.0,4264.0,OnePlus,OnePlus7,Android 29,,,,-05:00:00,36.776981814745106,,,,,,,,,,,2020-12-10 10:50:23
57,"Sensus.Probes.Device.BatteryDatum, SensusAndroid",4fb1f9d6-8113-4973-9625-fef6bb77306d,b6c7054108615ca5,2020-12-10 15:50:38.941022+00:00,4fde13e6-f31a-45a9-9404-bfb02f5683c8,15.18.0,4264.0,OnePlus,OnePlus7,Android 29,,,,-05:00:00,,31.0,,,,,,,,,,2020-12-10 10:50:38
58,"Sensus.Probes.Location.LocationDatum, SensusAndroid",4128ffc4-fc5f-4d19-93b6-8ae124f95c0f,b6c7054108615ca5,2020-12-10 15:50:45.926588+00:00,4fde13e6-f31a-45a9-9404-bfb02f5683c8,15.18.0,4264.0,OnePlus,OnePlus7,Android 29,,,,-05:00:00,,,,,,,,35.3069663,-80.7236444,11.47599983215332,,2020-12-10 10:50:45
59,"Sensus.Probes.Context.SoundDatum, SensusAndroid",37c87dd5-b20d-496f-ac27-8ce3116a13e0,b6c7054108615ca5,2020-12-10 15:50:49.110615+00:00,4fde13e6-f31a-45a9-9404-bfb02f5683c8,15.18.0,4264.0,OnePlus,OnePlus7,Android 29,,,,-05:00:00,37.84189205380961,,,,,,,,,,,2020-12-10 10:50:49
60,"Sensus.Probes.Device.BatteryDatum, SensusAndroid",8a286066-92c8-4d50-9f79-aac83c40bf42,b6c7054108615ca5,2020-12-10 15:50:54.076408+00:00,4fde13e6-f31a-45a9-9404-bfb02f5683c8,15.18.0,4264.0,OnePlus,OnePlus7,Android 29,,,,-05:00:00,,31.0,,,,,,,,,,2020-12-10 10:50:54
61,"Sensus.Probes.Location.LocationDatum, SensusAndroid",ebe31071-c5f0-4a8d-8b02-49cacbb88629,b6c7054108615ca5,2020-12-10 15:51:03.136535+00:00,4fde13e6-f31a-45a9-9404-bfb02f5683c8,15.18.0,4264.0,OnePlus,OnePlus7,Android 29,,,,-05:00:00,,,,,,,,35.3069661,-80.7236405,11.479999542236328,,2020-12-10 10:51:03
62,"Sensus.Probes.Device.BatteryDatum, SensusAndroid",ed428a0e-379d-4b61-a063-0c8acfd98147,b6c7054108615ca5,2020-12-10 15:51:11.050566+00:00,4fde13e6-f31a-45a9-9404-bfb02f5683c8,15.18.0,4264.0,OnePlus,OnePlus7,Android 29,,,,-05:00:00,,31.0,,,,,,,,,,2020-12-10 10:51:11
63,"Sensus.Probes.Context.SoundDatum, SensusAndroid",27145c31-e15b-4ad1-af31-9d57711cf4c8,b6c7054108615ca5,2020-12-10 15:51:11.191602+00:00,4fde13e6-f31a-45a9-9404-bfb02f5683c8,15.18.0,4264.0,OnePlus,OnePlus7,Android 29,,,,-05:00:00,33.44195715871435,,,,,,,,,,,2020-12-10 10:51:11
64,"Sensus.Probes.Location.LocationDatum, SensusAndroid",fa9ebe09-f9e6-45fa-8afd-ec5793afe7c0,b6c7054108615ca5,2020-12-10 15:51:20.327219+00:00,4fde13e6-f31a-45a9-9404-bfb02f5683c8,15.18.0,4264.0,OnePlus,OnePlus7,Android 29,,,,-05:00:00,,,,,,,,35.3069635,-80.72364,11.473999977111816,,2020-12-10 10:51:20
65,"Sensus.Probes.Device.BatteryDatum, SensusAndroid",c980d2c3-d682-431a-902e-26e1f215acf2,b6c7054108615ca5,2020-12-10 15:51:26.195588+00:00,4fde13e6-f31a-45a9-9404-bfb02f5683c8,15.18.0,4264.0,OnePlus,OnePlus7,Android 29,,,,-05:00:00,,31.0,,,,,,,,,,2020-12-10 10:51:26
66,"Sensus.Probes.Context.SoundDatum, SensusAndroid",5fccd703-30a8-435a-b006-8484df525be3,b6c7054108615ca5,2020-12-10 15:51:36.292306+00:00,4fde13e6-f31a-45a9-9404-bfb02f5683c8,15.18.0,4264.0,OnePlus,OnePlus7,Android 29,,,,-05:00:00,38.06179973983887,,,,,,,,,,,2020-12-10 10:51:36
67,"Sensus.Probes.Location.LocationDatum, SensusAndroid",e82c85bb-a5cf-4ec8-9fdc-0c7b44caacd6,b6c7054108615ca5,2020-12-10 15:51:38.360473+00:00,4fde13e6-f31a-45a9-9404-bfb02f5683c8,15.18.0,4264.0,OnePlus,OnePlus7,Android 29,,,,-05:00:00,,,,,,,,35.3069602,-80.7236507,11.468000411987305,,2020-12-10 10:51:38
68,"Sensus.Probes.Device.BatteryDatum, SensusAndroid",deb0b14b-bd46-46ea-a0e5-1f5040886741,b6c7054108615ca5,2020-12-10 15:51:41.326473+00:00,4fde13e6-f31a-45a9-9404-bfb02f5683c8,15.18.0,4264.0,OnePlus,OnePlus7,Android 29,,,,-05:00:00,,31.0,,,,,,,,,,2020-12-10 10:51:41
69,"Sensus.Probes.Device.BatteryDatum, SensusAndroid",77573723-6d25-4f11-91f2-67e99b28de1f,b6c7054108615ca5,2020-12-10 15:51:56.552215+00:00,4fde13e6-f31a-45a9-9404-bfb02f5683c8,15.18.0,4264.0,OnePlus,OnePlus7,Android 29,,,,-05:00:00,,31.0,,,,,,,,,,2020-12-10 10:51:56
70,"Sensus.Probes.Context.SoundDatum, SensusAndroid",214b9b96-65dc-412a-931a-a4c1b13d7046,b6c7054108615ca5,2020-12-10 15:51:56.688515+00:00,4fde13e6-f31a-45a9-9404-bfb02f5683c8,15.18.0,4264.0,OnePlus,OnePlus7,Android 29,,,,-05:00:00,49.035728710485806,,,,,,,,,,,2020-12-10 10:51:56
71,"Sensus.Probes.Device.BatteryDatum, SensusAndroid",b3497532-0390-4225-be9d-21a2c6a1fba4,b6c7054108615ca5,2020-12-10 15:52:11.700887+00:00,4fde13e6-f31a-45a9-9404-bfb02f5683c8,15.18.0,4264.0,OnePlus,OnePlus7,Android 29,,,,-05:00:00,,31.0,,,,,,,,,,2020-12-10 10:52:11
